pais,anio,tipo,modifica_otra_ley,¿Criminaliza la expresión?,elimina_criminalizacion,impone_sancion_civil,elimina_sancion_civil,impone_barreras_adicionales_expresion,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en Internet?,¿Apoyo de la sociedad civil?,¿Limita o promueve el discurso?,objetivo_legitimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,objetivo_legitimo_2,objetivo_legitimo_3
MÉXICO,2018,PROYECTO,SI,SI,NO,SI,NO,SI,NO,NO,NO,NO,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,SI,NO,SI,NO,NO,LIMITA,PROMOCIÓN DE LA CULTURA,NO,NO,NO,NO,,
MÉXICO,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,SI,LIMITA,PRIVACIDAD,NO,SI,SI,NO,,
MÉXICO,2018,PROYECTO,SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,NO,SI,NO,NO,,
MÉXICO,2018,PROYECTO,SI,SI,NO,SI,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,Libertad de prensa,Acceso a la información
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE PRENSA,SI,SI,SI,SI,,
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,LIBERTAD DE PRENSA,SI,SI,SI,SI,,
MÉXICO,2018,PROYECTO,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,LIMITA,ACOSO SEXUAL,NO,SI,NO,NO,,
MÉXICO,2018,PROYECTO,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,LIMITA,INTIMIDAD,SI,SI,NO,NO,Privacidad,
COLOMBIA,2016,PROYECTO,NO,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,Promoción de la cultura,Derechos laborales
COLOMBIA,2016,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
COLOMBIA,2016,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
COLOMBIA,2016,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,NO,NO,NO,NO,,
COLOMBIA,2016,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,SI,SI,SI,,
COLOMBIA,2016,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PRIVACIDAD,SI,SI,SI,SI,,
COLOMBIA,2016,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,SI,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
COLOMBIA,2017,PROYECTO,SI,NO,SI,NO,NO,NO,NO,NO,NO,,PROMUEVE,REPUTACIÓN Y HONOR,SI,SI,SI,SI,,
COLOMBIA,2017,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,DERECHOS DEL CONSUMIDOR,NO,NO,NO,NO,Orden público,
PARAGUAY,2018,PROYECTO,NO,,,NO,,NO,NO,NO,NO,,PROMUEVE,DISCAPACIDAD,SI,SI,SI,SI,,
PARAGUAY,2018,PROYECTO,SI,NO,NO,SI,NO,SI,SI,NO,NO,NO,LIMITA,LIBERTAD ELECTORAL,NO,NO,NO,NO,,
PARAGUAY,2018,PROYECTO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,LIMITA,ACCESO A INTERNET,,,,,,
PARAGUAY,2018,PROYECTO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI ,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,SI,NO,NO,NO,NO,NO,SI,SI,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,NO,NO,NO,SI,NO,NO,SI,NO,NO,,PROMUEVE,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,LIBERTAD DE EXPRESIÓN,NO,NO,NO,NO,,
PERÚ,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,,LIMITA,PRIVACIDAD,NO,NO,NO,NO,,
PERÚ,2018,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PUBLICIDAD OFICIAL,SI,NO,SI,NO,,
PERÚ,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,,LIMITA,APOLOGÍA,NO,NO,NO,NO,,
PERÚ,2018,PROYECTO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,APOLOGÍA,NO,NO,NO,NO,Promoción de la cultura,
PERÚ,2018,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,LIBERTAD DE EXPRESIÓN,NO,NO,NO,NO,,
PERÚ,2018,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,LIBERTAD DE PRENSA,NO,NO,NO,NO,,
PERÚ,2018,PROYECTO,SI,NO,SI,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,NO,NO,SI,NO,,
PERÚ,2018,PROYECTO,SI,NO,SI,SI,NO,NO,SI,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,Publicidad Oficial,
PERÚ,2018,PROYECTO,SI,NO,SI,SI,NO,NO,SI,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,NO,SI,SI,NO,Publicidad Oficial,
PERÚ,2018,PROYECTO,SI,NO,SI,NO,NO,NO,SI,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,Publicidad Oficial,
PERÚ,2018,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A INTERNET,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,SI,SI,NO,SI,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,NO,NO,NO,,
PERÚ,2018,PROYECTO,SI,NO,NO,SI,NO,NO,SI,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
PERÚ,2018,PROYECTO,NO,NO,NO,SI,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,NO,NO,NO,,
PERÚ,2018,PROYECTO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,LIMITA,ACOSO SEXUAL,NO,SI,NO,NO,,
ARGENTINA,2019,PROYECTO,NO,NO,No,SI,NO,No,SI,NO,No,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
ARGENTINA,2019,PROYECTO,NO,NO,No,SI,NO,No,SI,SI,SI,,LIMITA,DATOS PERSONALES,NO,SI,SI,NO,,
ARGENTINA,2019,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
ARGENTINA,2019,PROYECTO,NO,NO,NO,SI,NO,NO,SI,NO,NO,,LIMITA,PRIVACIDAD,SI,SI,SI,SI,,
ARGENTINA,2019,PROYECTO,NO,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,DISCAPACIDAD,SI,SI,SI,SI,,
ARGENTINA,2019,PROYECTO,SI,NO,NO,SI,NO,NO,NO,NO,NO,,LIMITA,DATOS PERSONALES,SI,SI,SI,SI,,
ARGENTINA,2019,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,SI,,LIMITA,REGULACIÓN DE MEDIOS,NO,NO,SI,SI,Protección de menores,
ARGENTINA,2019,PROYECTO,NO,NO,NO,SI,NO,SI,SI,NO,SI,,LIMITA,RESPONSABILIDAD DE INTERMEDIARIOS,NO,SI,SI,NO,,
